timestamp,fish_id,x_coordinate,y_coordinate
1759676738.9212618,6,431,397
1759676738.9212618,5,366,487
1759676738.9212618,3,342,349
1759676738.9212618,2,269,455
1759676738.9212618,1,534,390
1759676738.9565525,18,325,227
1759676738.9565525,17,398,417
1759676738.9565525,13,329,162
1759676738.9565525,11,325,189
1759676738.9565525,10,645,576
1759676738.9565525,9,384,197
1759676738.9565525,8,676,536
1759676738.9565525,7,327,306
1759676738.9565525,6,433,400
1759676738.9565525,5,366,487
1759676738.9565525,3,341,348
1759676738.9565525,2,269,458
1759676738.9565525,1,536,391
1759676738.9939606,21,323,273
1759676738.9939606,18,326,229
1759676738.9939606,17,399,420
1759676738.9939606,13,331,163
1759676738.9939606,11,325,188
1759676738.9939606,10,646,577
1759676738.9939606,9,384,197
1759676738.9939606,8,675,536
1759676738.9939606,7,328,307
1759676738.9939606,6,435,402
1759676738.9939606,5,365,487
1759676738.9939606,3,342,347
1759676738.9939606,2,269,460
1759676738.9939606,1,537,391
1759676739.0309224,21,322,272
1759676739.0309224,18,326,229
1759676739.0309224,17,401,424
1759676739.0309224,13,329,164
1759676739.0309224,11,326,186
1759676739.0309224,10,646,578
1759676739.0309224,9,384,197
1759676739.0309224,8,675,536
1759676739.0309224,7,329,308
1759676739.0309224,6,437,405
1759676739.0309224,5,365,488
1759676739.0309224,3,342,346
1759676739.0309224,2,269,461
1759676739.0309224,1,538,392
1759676739.0701993,21,320,272
1759676739.0701993,18,325,228
1759676739.0701993,17,405,426
1759676739.0701993,13,327,164
1759676739.0701993,11,326,185
1759676739.0701993,10,646,578
1759676739.0701993,9,385,197
1759676739.0701993,8,675,536
1759676739.0701993,7,328,308
1759676739.0701993,6,440,410
1759676739.0701993,5,364,489
1759676739.0701993,3,343,345
1759676739.0701993,2,269,462
1759676739.0701993,1,539,393
1759676739.1087222,21,319,270
1759676739.1087222,18,326,228
1759676739.1087222,17,407,428
1759676739.1087222,13,326,165
1759676739.1087222,11,326,185
1759676739.1087222,10,647,579
1759676739.1087222,9,386,197
1759676739.1087222,8,675,536
1759676739.1087222,7,328,308
1759676739.1087222,6,443,413
1759676739.1087222,5,365,490
1759676739.1087222,4,270,517
1759676739.1087222,3,343,345
1759676739.1087222,2,269,463
1759676739.1087222,1,541,394
1759676739.1465797,21,318,269
1759676739.1465797,18,326,227
1759676739.1465797,17,410,430
1759676739.1465797,11,326,185
1759676739.1465797,10,647,579
1759676739.1465797,9,387,197
1759676739.1465797,8,676,537
1759676739.1465797,7,328,306
1759676739.1465797,6,445,415
1759676739.1465797,5,363,491
1759676739.1465797,4,272,517
1759676739.1465797,3,343,344
1759676739.1465797,2,269,465
1759676739.1465797,1,542,395
1759676739.1814828,21,318,268
1759676739.1814828,18,325,226
1759676739.1814828,17,414,433
1759676739.1814828,11,325,184
1759676739.1814828,10,647,579
1759676739.1814828,9,388,198
1759676739.1814828,8,677,537
1759676739.1814828,7,327,304
1759676739.1814828,6,446,416
1759676739.1814828,5,362,491
1759676739.1814828,4,275,518
1759676739.1814828,3,343,343
1759676739.1814828,2,269,466
1759676739.1814828,1,543,396
1759676739.2220254,21,318,266
1759676739.2220254,18,325,227
1759676739.2220254,17,417,435
1759676739.2220254,11,325,183
1759676739.2220254,10,647,579
1759676739.2220254,9,390,199
1759676739.2220254,8,677,536
1759676739.2220254,7,327,302
1759676739.2220254,6,449,418
1759676739.2220254,5,363,491
1759676739.2220254,4,277,518
1759676739.2220254,3,344,343
1759676739.2220254,2,269,467
1759676739.2220254,1,544,397
1759676739.2574365,23,366,165
1759676739.2574365,21,318,264
1759676739.2574365,18,327,228
1759676739.2574365,17,420,438
1759676739.2574365,11,325,184
1759676739.2574365,10,648,579
1759676739.2574365,9,392,200
1759676739.2574365,8,676,536
1759676739.2574365,7,327,300
1759676739.2574365,6,453,420
1759676739.2574365,5,363,491
1759676739.2574365,4,279,519
1759676739.2574365,3,345,343
1759676739.2574365,2,269,468
1759676739.2574365,1,547,397
1759676739.2946458,23,365,164
1759676739.2946458,21,319,263
1759676739.2946458,18,327,227
1759676739.2946458,17,422,440
1759676739.2946458,11,325,184
1759676739.2946458,10,648,580
1759676739.2946458,9,393,201
1759676739.2946458,8,677,536
1759676739.2946458,7,326,300
1759676739.2946458,6,458,423
1759676739.2946458,5,362,491
1759676739.2946458,4,281,520
1759676739.2946458,3,345,343
1759676739.2946458,2,270,469
1759676739.2946458,1,550,398
1759676739.3339767,21,317,260
1759676739.3339767,18,328,227
1759676739.3339767,17,425,443
1759676739.3339767,13,324,161
1759676739.3339767,11,325,184
1759676739.3339767,10,649,580
1759676739.3339767,9,394,201
1759676739.3339767,8,677,536
1759676739.3339767,7,326,301
1759676739.3339767,6,463,426
1759676739.3339767,5,361,491
1759676739.3339767,4,282,520
1759676739.3339767,3,345,342
1759676739.3339767,2,270,471
1759676739.3339767,1,553,399
1759676739.3697598,21,318,259
1759676739.3697598,18,329,227
1759676739.3697598,17,429,445
1759676739.3697598,11,324,183
1759676739.3697598,10,649,581
1759676739.3697598,9,393,202
1759676739.3697598,8,677,535
1759676739.3697598,7,326,300
1759676739.3697598,6,467,429
1759676739.3697598,5,360,492
1759676739.3697598,4,286,521
1759676739.3697598,3,344,342
1759676739.3697598,2,271,471
1759676739.3697598,1,555,400
1759676739.4091966,24,422,399
1759676739.4091966,21,318,258
1759676739.4091966,18,329,227
1759676739.4091966,17,431,446
1759676739.4091966,11,325,183
1759676739.4091966,10,649,581
1759676739.4091966,9,393,203
1759676739.4091966,8,678,535
1759676739.4091966,7,326,300
1759676739.4091966,6,470,431
1759676739.4091966,5,359,492
1759676739.4091966,4,288,522
1759676739.4091966,3,343,342
1759676739.4091966,2,271,472
1759676739.4091966,1,557,400
1759676739.4450865,24,422,402
1759676739.4450865,21,316,255
1759676739.4450865,18,329,226
1759676739.4450865,17,435,449
1759676739.4450865,13,325,157
1759676739.4450865,11,325,185
1759676739.4450865,10,648,583
1759676739.4450865,9,395,206
1759676739.4450865,8,679,535
1759676739.4450865,7,324,295
1759676739.4450865,6,472,433
1759676739.4450865,5,359,493
1759676739.4450865,4,294,521
1759676739.4450865,3,345,342
1759676739.4450865,2,272,472
1759676739.4450865,1,558,401
1759676739.4770823,24,424,406
1759676739.4770823,21,316,254
1759676739.4770823,18,328,225
1759676739.4770823,17,438,451
1759676739.4770823,13,325,159
1759676739.4770823,11,324,185
1759676739.4770823,10,646,584
1759676739.4770823,9,395,207
1759676739.4770823,8,679,535
1759676739.4770823,6,474,433
1759676739.4770823,5,358,493
1759676739.4770823,4,297,522
1759676739.4770823,3,346,341
1759676739.4770823,2,272,473
1759676739.4770823,1,559,402
1759676739.5149612,24,424,409
1759676739.5149612,21,316,252
1759676739.5149612,18,328,225
1759676739.5149612,17,441,453
1759676739.5149612,13,325,159
1759676739.5149612,11,324,185
1759676739.5149612,10,644,584
1759676739.5149612,9,395,208
1759676739.5149612,8,680,534
1759676739.5149612,6,476,435
1759676739.5149612,5,357,493
1759676739.5149612,4,300,522
1759676739.5149612,3,347,341
1759676739.5149612,2,274,473
1759676739.5149612,1,561,402
1759676739.5498445,24,425,411
1759676739.5498445,21,317,252
1759676739.5498445,18,327,225
1759676739.5498445,17,444,455
1759676739.5498445,13,325,159
1759676739.5498445,11,324,185
1759676739.5498445,10,642,584
1759676739.5498445,9,395,210
1759676739.5498445,8,680,533
1759676739.5498445,6,478,438
1759676739.5498445,5,356,493
1759676739.5498445,4,303,524
1759676739.5498445,3,347,342
1759676739.5498445,2,274,473
1759676739.5498445,1,562,403
1759676739.5855923,25,365,294
1759676739.5855923,24,426,413
1759676739.5855923,21,317,251
1759676739.5855923,18,327,225
1759676739.5855923,17,449,455
1759676739.5855923,13,325,158
1759676739.5855923,11,324,185
1759676739.5855923,10,642,585
1759676739.5855923,9,394,212
1759676739.5855923,8,680,533
1759676739.5855923,6,480,440
1759676739.5855923,5,356,493
1759676739.5855923,4,308,523
1759676739.5855923,3,347,343
1759676739.5855923,2,275,473
1759676739.5855923,1,563,404
1759676739.6211066,25,369,298
1759676739.6211066,24,426,414
1759676739.6211066,21,314,250
1759676739.6211066,18,327,225
1759676739.6211066,17,457,454
1759676739.6211066,11,324,186
1759676739.6211066,10,643,586
1759676739.6211066,9,394,212
1759676739.6211066,8,680,533
1759676739.6211066,6,481,442
1759676739.6211066,5,356,492
1759676739.6211066,4,312,522
1759676739.6211066,3,346,343
1759676739.6211066,2,275,474
1759676739.6211066,1,563,405
1759676739.6556363,25,365,301
1759676739.6556363,24,426,414
1759676739.6556363,21,314,248
1759676739.6556363,18,326,225
1759676739.6556363,17,461,454
1759676739.6556363,11,324,186
1759676739.6556363,10,644,586
1759676739.6556363,9,393,213
1759676739.6556363,8,680,533
1759676739.6556363,6,482,445
1759676739.6556363,5,357,492
1759676739.6556363,4,317,522
1759676739.6556363,3,346,344
1759676739.6556363,2,276,475
1759676739.6556363,1,566,405
1759676739.6902053,25,367,304
1759676739.6902053,24,425,415
1759676739.6902053,21,318,246
1759676739.6902053,18,326,225
1759676739.6902053,17,468,452
1759676739.6902053,11,324,185
1759676739.6902053,10,643,586
1759676739.6902053,9,390,214
1759676739.6902053,8,681,532
1759676739.6902053,6,483,447
1759676739.6902053,5,358,492
1759676739.6902053,4,322,521
1759676739.6902053,3,346,344
1759676739.6902053,2,277,478
1759676739.6902053,1,567,406
1759676739.7285192,25,367,306
1759676739.7285192,24,425,417
1759676739.7285192,21,321,244
1759676739.7285192,18,326,225
1759676739.7285192,11,324,185
1759676739.7285192,10,641,587
1759676739.7285192,9,387,214
1759676739.7285192,8,681,532
1759676739.7285192,6,483,449
1759676739.7285192,5,358,492
1759676739.7285192,4,328,521
1759676739.7285192,3,346,345
1759676739.7285192,2,278,479
1759676739.7285192,1,568,407
1759676739.7580743,25,369,307
1759676739.7580743,24,425,418
1759676739.7580743,21,322,242
1759676739.7580743,18,325,226
1759676739.7580743,11,323,185
1759676739.7580743,10,640,587
1759676739.7580743,9,387,215
1759676739.7580743,8,681,533
1759676739.7580743,6,488,450
1759676739.7580743,5,358,492
1759676739.7580743,4,332,520
1759676739.7580743,3,345,346
1759676739.7580743,2,278,480
1759676739.7580743,1,570,407
1759676739.7899618,25,370,308
1759676739.7899618,24,425,420
1759676739.7899618,21,322,238
1759676739.7899618,18,324,227
1759676739.7899618,17,474,457
1759676739.7899618,11,323,186
1759676739.7899618,10,637,587
1759676739.7899618,9,390,216
1759676739.7899618,8,681,533
1759676739.7899618,6,493,450
1759676739.7899618,5,358,492
1759676739.7899618,4,336,521
1759676739.7899618,3,344,346
1759676739.7899618,2,278,481
1759676739.7899618,1,571,408
1759676739.8207204,25,370,308
1759676739.8207204,24,427,422
1759676739.8207204,18,324,228
1759676739.8207204,17,481,457
1759676739.8207204,11,324,186
1759676739.8207204,10,635,588
1759676739.8207204,9,393,218
1759676739.8207204,8,681,533
1759676739.8207204,6,498,451
1759676739.8207204,5,359,492
1759676739.8207204,4,339,520
1759676739.8207204,3,344,346
1759676739.8207204,2,278,481
1759676739.8207204,1,574,409
1759676739.85437,24,427,422
1759676739.85437,18,323,230
1759676739.85437,17,485,458
1759676739.85437,11,324,186
1759676739.85437,10,634,588
1759676739.85437,9,396,218
1759676739.85437,8,682,533
1759676739.85437,6,499,452
1759676739.85437,5,359,491
1759676739.85437,4,345,520
1759676739.85437,3,343,347
1759676739.85437,2,279,481
1759676739.85437,1,575,410
1759676739.8859096,24,427,424
1759676739.8859096,17,484,461
1759676739.8859096,11,324,186
1759676739.8859096,10,632,588
1759676739.8859096,9,398,218
1759676739.8859096,8,682,533
1759676739.8859096,6,502,452
1759676739.8859096,5,358,490
1759676739.8859096,4,349,520
1759676739.8859096,3,343,349
1759676739.8859096,2,280,482
1759676739.8859096,1,576,412
1759676739.9201033,24,427,426
1759676739.9201033,21,325,232
1759676739.9201033,17,486,465
1759676739.9201033,11,324,185
1759676739.9201033,10,632,588
1759676739.9201033,8,682,532
1759676739.9201033,6,506,452
1759676739.9201033,5,356,491
1759676739.9201033,4,357,521
1759676739.9201033,3,343,350
1759676739.9201033,2,280,483
1759676739.9201033,1,578,413
1759676739.9509537,24,428,429
1759676739.9509537,21,324,234
1759676739.9509537,17,487,467
1759676739.9509537,11,324,185
1759676739.9509537,10,631,588
1759676739.9509537,8,682,532
1759676739.9509537,6,509,453
1759676739.9509537,5,352,491
1759676739.9509537,4,364,521
1759676739.9509537,3,342,351
1759676739.9509537,2,280,483
1759676739.9509537,1,579,414
1759676739.9824512,24,428,431
1759676739.9824512,21,322,233
1759676739.9824512,17,488,468
1759676739.9824512,11,324,184
1759676739.9824512,10,631,587
1759676739.9824512,9,401,222
1759676739.9824512,8,683,531
1759676739.9824512,6,516,452
1759676739.9824512,5,352,492
1759676739.9824512,4,369,521
1759676739.9824512,2,280,483
1759676739.9824512,1,581,415
1759676740.014275,24,428,433
1759676740.014275,21,320,231
1759676740.014275,17,491,468
1759676740.014275,11,324,184
1759676740.014275,10,631,588
1759676740.014275,9,402,223
1759676740.014275,8,683,531
1759676740.014275,6,520,452
1759676740.014275,5,352,491
1759676740.014275,4,373,522
1759676740.014275,2,281,483
1759676740.014275,1,582,416
1759676740.0456393,24,428,434
1759676740.0456393,21,319,230
1759676740.0456393,17,493,469
1759676740.0456393,11,324,183
1759676740.0456393,10,629,587
1759676740.0456393,9,404,223
1759676740.0456393,8,684,531
1759676740.0456393,6,523,452
1759676740.0456393,5,353,491
1759676740.0456393,4,376,522
1759676740.0456393,2,281,483
1759676740.0456393,1,583,417
1759676740.079785,26,330,155
1759676740.079785,24,428,435
1759676740.079785,21,319,227
1759676740.079785,17,496,470
1759676740.079785,11,324,182
1759676740.079785,10,627,587
1759676740.079785,9,406,223
1759676740.079785,8,683,532
1759676740.079785,6,526,451
1759676740.079785,5,353,491
1759676740.079785,4,381,521
1759676740.079785,2,281,483
1759676740.079785,1,586,417
1759676740.1096494,26,326,154
1759676740.1096494,24,428,437
1759676740.1096494,21,319,226
1759676740.1096494,17,499,469
1759676740.1096494,11,323,182
1759676740.1096494,10,624,588
1759676740.1096494,9,407,224
1759676740.1096494,8,683,532
1759676740.1096494,6,527,450
1759676740.1096494,5,353,491
1759676740.1096494,4,391,520
1759676740.1096494,2,281,483
1759676740.1096494,1,587,417
1759676740.143537,27,1042,668
1759676740.143537,24,428,438
1759676740.143537,21,318,224
1759676740.143537,17,502,469
1759676740.143537,11,323,182
1759676740.143537,10,622,588
1759676740.143537,9,403,226
1759676740.143537,8,683,531
1759676740.143537,6,529,450
1759676740.143537,5,353,491
1759676740.143537,4,398,520
1759676740.143537,2,282,484
1759676740.143537,1,589,418
1759676740.1760392,24,429,440
1759676740.1760392,21,317,223
1759676740.1760392,17,505,471
1759676740.1760392,11,322,182
1759676740.1760392,10,620,588
1759676740.1760392,9,404,226
1759676740.1760392,8,685,532
1759676740.1760392,6,535,448
1759676740.1760392,5,353,491
1759676740.1760392,4,403,520
1759676740.1760392,2,282,484
1759676740.1760392,1,591,418
1759676740.2088327,24,429,442
1759676740.2088327,21,316,221
1759676740.2088327,17,509,472
1759676740.2088327,11,322,182
1759676740.2088327,10,619,588
1759676740.2088327,9,406,227
1759676740.2088327,8,685,532
1759676740.2088327,6,540,447
1759676740.2088327,5,353,491
1759676740.2088327,4,411,520
1759676740.2088327,2,282,484
1759676740.2088327,1,593,419
1759676740.2442808,27,1046,669
1759676740.2442808,24,430,444
1759676740.2442808,21,316,219
1759676740.2442808,17,513,472
1759676740.2442808,11,322,180
1759676740.2442808,10,619,588
1759676740.2442808,9,407,228
1759676740.2442808,8,685,532
