timestamp,fish_id,x_coordinate,y_coordinate
1755831520.8934698,10,632,588
1755831520.8934698,8,682,532
1755831520.8934698,6,506,452
1755831520.8934698,5,356,491
1755831520.8934698,4,357,521
1755831520.8934698,3,343,350
1755831520.8934698,2,280,483
1755831520.8934698,1,578,413
1755831520.94374,24,428,429
1755831520.94374,21,324,234
1755831520.94374,17,487,467
1755831520.94374,11,324,185
1755831520.94374,10,631,588
1755831520.94374,8,682,532
1755831520.94374,6,509,453
1755831520.94374,5,352,491
1755831520.94374,4,364,521
1755831520.94374,3,342,351
1755831520.94374,2,280,483
1755831520.94374,1,579,414
1755831520.996344,24,428,431
1755831520.996344,21,322,233
1755831520.996344,17,488,468
1755831520.996344,11,324,184
1755831520.996344,10,631,587
1755831520.996344,9,401,222
1755831520.996344,8,683,531
1755831520.996344,6,516,452
1755831520.996344,5,352,492
1755831520.996344,4,369,521
1755831520.996344,2,280,483
1755831520.996344,1,581,415
1755831521.049514,24,428,433
1755831521.049514,21,320,231
1755831521.049514,17,491,468
1755831521.049514,11,324,184
1755831521.049514,10,631,588
1755831521.049514,9,402,223
1755831521.049514,8,683,531
1755831521.049514,6,520,452
1755831521.049514,5,352,491
1755831521.049514,4,373,522
1755831521.049514,2,281,483
1755831521.049514,1,582,416
1755831521.1025422,24,428,434
1755831521.1025422,21,319,230
1755831521.1025422,17,493,469
1755831521.1025422,11,324,183
1755831521.1025422,10,629,587
1755831521.1025422,9,404,223
1755831521.1025422,8,684,531
1755831521.1025422,6,523,452
1755831521.1025422,5,353,491
1755831521.1025422,4,376,522
1755831521.1025422,2,281,483
1755831521.1025422,1,583,417
1755831521.154952,26,330,155
1755831521.154952,24,428,435
1755831521.154952,21,319,227
1755831521.154952,17,496,470
1755831521.154952,11,324,182
1755831521.154952,10,627,587
1755831521.154952,9,406,223
1755831521.154952,8,683,532
1755831521.154952,6,526,451
1755831521.154952,5,353,491
1755831521.154952,4,381,521
1755831521.154952,2,281,483
1755831521.154952,1,586,417
1755831521.20676,26,326,154
1755831521.20676,24,428,437
1755831521.20676,21,319,226
1755831521.20676,17,499,469
1755831521.20676,11,323,182
1755831521.20676,10,624,588
1755831521.20676,9,407,224
1755831521.20676,8,683,532
1755831521.20676,6,527,450
1755831521.20676,5,353,491
1755831521.20676,4,391,520
1755831521.20676,2,281,483
1755831521.20676,1,587,417
1755831521.2583158,27,1042,668
1755831521.2583158,24,428,438
1755831521.2583158,21,318,224
1755831521.2583158,17,502,469
1755831521.2583158,11,323,182
1755831521.2583158,10,622,588
1755831521.2583158,9,403,226
1755831521.2583158,8,683,531
1755831521.2583158,6,529,450
1755831521.2583158,5,353,491
1755831521.2583158,4,398,520
1755831521.2583158,2,282,484
1755831521.2583158,1,589,418
1755831521.3101277,24,429,440
1755831521.3101277,21,317,223
1755831521.3101277,17,505,471
1755831521.3101277,11,322,182
1755831521.3101277,10,620,588
1755831521.3101277,9,404,226
1755831521.3101277,8,685,532
1755831521.3101277,6,535,448
1755831521.3101277,5,353,491
1755831521.3101277,4,403,520
1755831521.3101277,2,282,484
1755831521.3101277,1,591,418
1755831521.3610177,24,429,442
1755831521.3610177,21,316,221
1755831521.3610177,17,509,472
1755831521.3610177,11,322,182
1755831521.3610177,10,619,588
1755831521.3610177,9,406,227
1755831521.3610177,8,685,532
1755831521.3610177,6,540,447
1755831521.3610177,5,353,491
1755831521.3610177,4,411,520
1755831521.3610177,2,282,484
1755831521.3610177,1,593,419
1755831521.4130259,27,1046,669
1755831521.4130259,24,430,444
1755831521.4130259,21,316,219
1755831521.4130259,17,513,472
1755831521.4130259,11,322,180
1755831521.4130259,10,619,588
1755831521.4130259,9,407,228
1755831521.4130259,8,685,532
1755831521.4130259,6,543,445
1755831521.4130259,5,353,491
